refnis;refnis;refnis;periode;aantal transacties;mediaan prijs(€);eerste kwartiel prijs(€);derde kwartiel prijs(€)
11001;AARTSELAAR;2010;Y;103;252.500;220.000;295.000
11001;AARTSELAAR;2011;Y;100;295.000;230.000;374.000
11001;AARTSELAAR;2012;Y;100;270.000;242.500;350.000
11001;AARTSELAAR;2013;Y;91;273.000;225.000;337.500
11001;AARTSELAAR;2014;Y;123;280.000;248.000;330.000
11001;AARTSELAAR;2015;Y;104;280.000;240.000;325.000
11001;AARTSELAAR;2016;Y;112;300.000;260.000;390.000
11001;AARTSELAAR;2017;Y;146;307.250;260.000;377.500
11001;AARTSELAAR;2018;Y;159;312.500;260.500;409.500
11001;AARTSELAAR;2019;Y;175;330.000;280.000;394.500
11001;AARTSELAAR;2020;Y;116;350.000;290.000;422.000
11002;ANTWERPEN;2010;Y;2.661;199.000;155.000;250.000
11002;ANTWERPEN;2011;Y;2.829;205.000;160.000;265.000
11002;ANTWERPEN;2012;Y;2.511;209.000;163.000;264.000
11002;ANTWERPEN;2013;Y;2.513;218.000;170.000;275.000
11002;ANTWERPEN;2014;Y;3.125;220.000;170.000;275.000
11002;ANTWERPEN;2015;Y;2.482;220.000;167.000;285.000
11002;ANTWERPEN;2016;Y;2.795;228.000;175.000;295.000
11002;ANTWERPEN;2017;Y;2.904;235.000;180.000;299.000
11002;ANTWERPEN;2018;Y;2.986;245.500;190.000;317.250
11002;ANTWERPEN;2019;Y;3.502;264.250;210.000;331.750
11002;ANTWERPEN;2020;Y;2.423;280.000;219.000;365.000
11004;BOECHOUT;2010;Y;85;294.500;227.000;375.000
11004;BOECHOUT;2011;Y;65;277.500;230.000;365.000
11004;BOECHOUT;2012;Y;59;290.000;227.000;385.000
11004;BOECHOUT;2013;Y;101;290.000;200.000;375.000
11004;BOECHOUT;2014;Y;96;310.000;237.500;392.500
11004;BOECHOUT;2015;Y;61;316.000;247.500;417.500
11004;BOECHOUT;2016;Y;88;305.000;237.000;365.000
11004;BOECHOUT;2017;Y;76;320.000;250.000;430.000
11004;BOECHOUT;2018;Y;98;370.000;310.000;460.000
11004;BOECHOUT;2019;Y;114;360.000;275.000;428.000
11004;BOECHOUT;2020;Y;79;390.000;295.000;520.000
11005;BOOM;2010;Y;168;170.000;128.500;205.000
11005;BOOM;2011;Y;185;170.000;136.000;210.000
11005;BOOM;2012;Y;193;175.000;142.000;225.000
11005;BOOM;2013;Y;193;170.000;125.000;222.500
11005;BOOM;2014;Y;250;180.000;140.000;224.000
11005;BOOM;2015;Y;186;176.750;142.500;220.000
11005;BOOM;2016;Y;195;180.000;135.000;233.750
11005;BOOM;2017;Y;227;191.000;149.500;245.000
11005;BOOM;2018;Y;218;190.000;150.000;250.000
11005;BOOM;2019;Y;244;220.000;172.000;270.000
11005;BOOM;2020;Y;176;230.000;175.000;300.000
11007;BORSBEEK;2010;Y;60;230.000;200.000;301.250
11007;BORSBEEK;2011;Y;64;250.000;197.500;315.000
11007;BORSBEEK;2012;Y;52;245.000;193.250;299.500
11007;BORSBEEK;2013;Y;54;239.000;196.000;281.000
11007;BORSBEEK;2014;Y;61;260.000;210.000;330.000
11007;BORSBEEK;2015;Y;58;240.000;175.000;300.000
11007;BORSBEEK;2016;Y;41;255.000;192.000;285.000
11007;BORSBEEK;2017;Y;61;290.000;243.000;349.000
11007;BORSBEEK;2018;Y;55;260.000;220.000;335.000
11007;BORSBEEK;2019;Y;81;302.500;245.000;346.500
11007;BORSBEEK;2020;Y;62;288.000;235.000;341.500
11008;BRASSCHAAT;2010;Y;336;300.000;239.500;417.500
11008;BRASSCHAAT;2011;Y;324;305.000;245.000;431.400
11008;BRASSCHAAT;2012;Y;285;315.000;250.000;470.000
11008;BRASSCHAAT;2013;Y;283;319.000;262.000;405.000
11008;BRASSCHAAT;2014;Y;352;308.500;241.000;416.500
11008;BRASSCHAAT;2015;Y;313;308.500;245.000;428.000
11008;BRASSCHAAT;2016;Y;351;320.000;255.000;430.000
11008;BRASSCHAAT;2017;Y;350;315.000;245.000;450.000
11008;BRASSCHAAT;2018;Y;372;335.000;275.000;442.500
11008;BRASSCHAAT;2019;Y;479;370.000;295.000;480.000
11008;BRASSCHAAT;2020;Y;352;401.000;317.250;552.500
11009;BRECHT;2010;Y;200;265.000;210.000;330.000
11009;BRECHT;2011;Y;213;265.000;213.500;340.000
11009;BRECHT;2012;Y;229;299.000;230.000;373.750
11009;BRECHT;2013;Y;232;290.000;225.000;345.000
11009;BRECHT;2014;Y;267;296.500;240.000;355.000
11009;BRECHT;2015;Y;215;291.750;224.500;342.250
11009;BRECHT;2016;Y;253;300.000;238.000;375.000
11009;BRECHT;2017;Y;250;310.000;242.000;383.023
11009;BRECHT;2018;Y;283;317.000;242.750;395.000
11009;BRECHT;2019;Y;347;338.000;270.000;410.000
11009;BRECHT;2020;Y;263;342.500;265.000;416.750
11013;EDEGEM;2010;Y;163;270.000;230.000;330.000
11013;EDEGEM;2011;Y;174;265.000;215.000;320.000
11013;EDEGEM;2012;Y;138;289.000;245.000;349.000
11013;EDEGEM;2013;Y;156;282.000;237.000;344.500
11013;EDEGEM;2014;Y;202;288.000;240.000;355.000
11013;EDEGEM;2015;Y;174;297.750;237.500;367.500
11013;EDEGEM;2016;Y;184;313.500;268.500;375.000
11013;EDEGEM;2017;Y;200;317.000;263.000;380.000
11013;EDEGEM;2018;Y;183;335.000;280.000;425.000
11013;EDEGEM;2019;Y;238;340.000;280.000;400.000
11013;EDEGEM;2020;Y;176;368.750;303.500;466.000
11016;ESSEN;2010;Y;154;220.000;170.000;285.000
11016;ESSEN;2011;Y;200;225.000;170.000;280.000
11016;ESSEN;2012;Y;185;242.000;185.000;300.000
11016;ESSEN;2013;Y;157;256.000;190.000;310.000
11016;ESSEN;2014;Y;156;235.000;192.500;313.000
11016;ESSEN;2015;Y;159;235.000;190.000;305.000
11016;ESSEN;2016;Y;192;250.000;187.000;300.000
11016;ESSEN;2017;Y;184;243.710;195.000;306.000
11016;ESSEN;2018;Y;193;275.000;210.000;352.500
11016;ESSEN;2019;Y;274;275.000;224.000;350.000
11016;ESSEN;2020;Y;186;310.000;238.250;381.000
11018;HEMIKSEM;2010;Y;124;170.000;140.000;207.000
11018;HEMIKSEM;2011;Y;144;165.000;128.000;220.000
11018;HEMIKSEM;2012;Y;113;182.000;147.500;239.500
11018;HEMIKSEM;2013;Y;126;190.000;140.000;240.000
11018;HEMIKSEM;2014;Y;145;205.000;160.000;260.000
11018;HEMIKSEM;2015;Y;122;170.000;129.500;255.000
11018;HEMIKSEM;2016;Y;123;189.250;140.000;260.000
11018;HEMIKSEM;2017;Y;163;221.173;172.000;279.000
11018;HEMIKSEM;2018;Y;137;214.500;166.000;265.000
11018;HEMIKSEM;2019;Y;164;225.000;167.000;315.000
11018;HEMIKSEM;2020;Y;114;255.000;210.000;310.000
11021;HOVE;2010;Y;64;331.595;237.500;445.000
11021;HOVE;2011;Y;75;322.000;232.500;400.000
11021;HOVE;2012;Y;60;332.500;226.250;460.000
11021;HOVE;2013;Y;58;318.750;250.000;472.500
11021;HOVE;2014;Y;71;330.000;250.000;420.000
11021;HOVE;2015;Y;80;320.000;213.000;425.000
11021;HOVE;2016;Y;86;325.000;265.000;400.000
11021;HOVE;2017;Y;69;320.000;225.000;480.000
11021;HOVE;2018;Y;79;380.000;250.000;516.000
11021;HOVE;2019;Y;108;392.500;295.000;485.000
11021;HOVE;2020;Y;84;407.500;326.500;546.000
11022;KALMTHOUT;2010;Y;163;290.000;240.000;380.000
11022;KALMTHOUT;2011;Y;149;299.000;230.000;390.000
11022;KALMTHOUT;2012;Y;159;289.000;225.000;399.000
11022;KALMTHOUT;2013;Y;143;315.000;232.000;390.000
11022;KALMTHOUT;2014;Y;184;306.000;249.750;380.000
11022;KALMTHOUT;2015;Y;127;300.000;240.000;390.000
11022;KALMTHOUT;2016;Y;153;321.250;253.000;410.000
11022;KALMTHOUT;2017;Y;173;335.000;275.000;419.000
11022;KALMTHOUT;2018;Y;182;350.000;275.000;480.000
11022;KALMTHOUT;2019;Y;185;349.500;270.000;435.000
11022;KALMTHOUT;2020;Y;159;395.000;290.000;498.000
11023;KAPELLEN;2010;Y;248;274.000;200.000;380.000
11023;KAPELLEN;2011;Y;247;275.000;210.000;355.000
11023;KAPELLEN;2012;Y;235;270.000;210.000;385.000
11023;KAPELLEN;2013;Y;266;275.000;210.000;370.000
11023;KAPELLEN;2014;Y;298;286.000;220.000;392.500
11023;KAPELLEN;2015;Y;249;285.000;215.000;385.000
11023;KAPELLEN;2016;Y;275;290.000;218.000;400.000
11023;KAPELLEN;2017;Y;334;310.000;225.000;412.500
11023;KAPELLEN;2018;Y;340;303.000;220.000;430.000
11023;KAPELLEN;2019;Y;391;309.000;249.000;420.000
11023;KAPELLEN;2020;Y;278;366.500;271.250;544.500
11024;KONTICH;2010;Y;163;256.000;200.000;335.000
11024;KONTICH;2011;Y;140;260.000;201.927;331.500
11024;KONTICH;2012;Y;141;259.250;200.000;362.500
11024;KONTICH;2013;Y;146;286.400;232.000;350.000
11024;KONTICH;2014;Y;186;265.000;195.000;330.000
11024;KONTICH;2015;Y;148;275.000;223.500;341.500
11024;KONTICH;2016;Y;174;280.000;230.000;353.000
11024;KONTICH;2017;Y;171;285.000;236.000;370.000
11024;KONTICH;2018;Y;182;315.000;255.000;385.000
11024;KONTICH;2019;Y;269;315.000;260.000;397.500
11024;KONTICH;2020;Y;203;346.500;270.000;469.000
11025;LINT;2010;Y;32;277.500;247.500;345.000
11025;LINT;2011;Y;58;245.000;187.000;315.000
11025;LINT;2012;Y;48;285.000;247.500;342.500
11025;LINT;2013;Y;43;300.000;210.000;350.000
11025;LINT;2014;Y;49;292.000;245.000;385.000
11025;LINT;2015;Y;47;290.000;252.000;345.000
11025;LINT;2016;Y;58;285.000;240.000;379.000
11025;LINT;2017;Y;68;305.000;250.000;365.000
11025;LINT;2018;Y;57;320.000;265.000;375.000
11025;LINT;2019;Y;79;360.000;285.000;433.000
11025;LINT;2020;Y;52;369.500;328.750;455.000
11029;MORTSEL;2010;Y;166;244.000;200.000;290.000
11029;MORTSEL;2011;Y;187;257.500;205.000;305.000
11029;MORTSEL;2012;Y;174;270.000;225.000;330.000
11029;MORTSEL;2013;Y;183;280.000;212.500;339.000
11029;MORTSEL;2014;Y;222;270.000;225.000;320.050
11029;MORTSEL;2015;Y;152;283.000;230.000;340.000
11029;MORTSEL;2016;Y;222;271.250;220.000;330.000
11029;MORTSEL;2017;Y;200;303.000;250.000;366.000
11029;MORTSEL;2018;Y;219;290.000;235.000;365.000
11029;MORTSEL;2019;Y;261;325.000;265.000;400.000
11029;MORTSEL;2020;Y;176;340.500;275.000;407.500
11030;NIEL;2010;Y;124;168.500;130.000;220.000
11030;NIEL;2011;Y;138;157.250;129.000;197.000
11030;NIEL;2012;Y;121;180.000;135.000;230.000
11030;NIEL;2013;Y;135;185.000;147.500;235.000
11030;NIEL;2014;Y;131;180.000;142.000;232.000
11030;NIEL;2015;Y;102;184.000;128.000;230.000
11030;NIEL;2016;Y;150;190.000;130.000;235.000
11030;NIEL;2017;Y;150;185.000;145.000;230.000
11030;NIEL;2018;Y;151;215.000;162.000;285.000
11030;NIEL;2019;Y;189;222.500;168.000;278.000
11030;NIEL;2020;Y;123;219.000;168.000;290.000
11035;RANST;2010;Y;126;263.750;200.000;310.000
11035;RANST;2011;Y;136;275.000;213.000;350.000
11035;RANST;2012;Y;117;285.000;230.000;340.000
11035;RANST;2013;Y;140;297.500;232.500;351.000
11035;RANST;2014;Y;166;285.000;227.000;330.000
11035;RANST;2015;Y;115;291.500;230.000;353.000
11035;RANST;2016;Y;160;325.000;245.000;385.000
11035;RANST;2017;Y;155;310.000;240.000;393.000
11035;RANST;2018;Y;177;319.000;245.000;375.000
11035;RANST;2019;Y;198;330.000;255.000;391.000
11035;RANST;2020;Y;141;350.000;270.867;425.000
11037;RUMST;2010;Y;129;198.800;170.000;275.000
11037;RUMST;2011;Y;156;220.000;167.000;300.000
11037;RUMST;2012;Y;149;220.000;165.000;279.000
11037;RUMST;2013;Y;135;237.250;180.000;295.000
11037;RUMST;2014;Y;192;225.000;175.000;297.500
11037;RUMST;2015;Y;134;235.000;180.000;300.000
11037;RUMST;2016;Y;187;247.500;185.000;290.000
11037;RUMST;2017;Y;160;259.000;185.000;310.000
11037;RUMST;2018;Y;161;275.000;200.000;340.600
11037;RUMST;2019;Y;216;275.000;199.000;340.000
11037;RUMST;2020;Y;156;272.500;200.000;345.000
11038;SCHELLE;2010;Y;75;205.000;170.000;270.000
11038;SCHELLE;2011;Y;75;200.000;160.000;250.000
11038;SCHELLE;2012;Y;65;232.500;185.000;285.000
11038;SCHELLE;2013;Y;67;225.000;175.000;280.000
11038;SCHELLE;2014;Y;96;252.500;205.000;295.000
11038;SCHELLE;2015;Y;71;217.000;168.711;272.500
11038;SCHELLE;2016;Y;90;235.000;185.000;287.000
11038;SCHELLE;2017;Y;85;259.500;212.000;330.000
11038;SCHELLE;2018;Y;84;235.000;200.000;287.000
11038;SCHELLE;2019;Y;96;256.250;210.000;309.000
11038;SCHELLE;2020;Y;61;295.000;235.000;370.000
11039;SCHILDE;2010;Y;176;375.000;270.000;590.000
11039;SCHILDE;2011;Y;180;400.000;292.500;556.250
11039;SCHILDE;2012;Y;217;395.000;283.100;545.000
11039;SCHILDE;2013;Y;214;410.000;285.000;580.000
11039;SCHILDE;2014;Y;239;372.000;290.000;500.000
11039;SCHILDE;2015;Y;206;385.000;280.000;562.500
11039;SCHILDE;2016;Y;262;400.000;301.000;575.000
11039;SCHILDE;2017;Y;228;403.500;312.500;527.500
11039;SCHILDE;2018;Y;290;427.500;315.000;599.000
11039;SCHILDE;2019;Y;313;457.500;337.500;600.000
11039;SCHILDE;2020;Y;267;480.000;360.000;663.750
11040;SCHOTEN;2010;Y;318;227.750;180.000;332.500
11040;SCHOTEN;2011;Y;314;250.000;200.000;390.000
11040;SCHOTEN;2012;Y;289;260.000;205.000;350.000
11040;SCHOTEN;2013;Y;293;260.000;210.000;360.000
11040;SCHOTEN;2014;Y;368;270.000;208.000;395.000
11040;SCHOTEN;2015;Y;297;255.000;200.000;365.000
11040;SCHOTEN;2016;Y;338;260.000;203.000;335.000
11040;SCHOTEN;2017;Y;325;280.000;222.500;369.000
11040;SCHOTEN;2018;Y;374;287.250;225.000;377.000
11040;SCHOTEN;2019;Y;464;307.000;244.000;410.000
11040;SCHOTEN;2020;Y;342;320.000;240.000;419.500
11044;STABROEK;2010;Y;163;230.000;190.000;265.000
11044;STABROEK;2011;Y;187;235.000;195.000;284.000
11044;STABROEK;2012;Y;149;245.000;210.000;285.000
11044;STABROEK;2013;Y;145;252.000;219.000;302.500
11044;STABROEK;2014;Y;194;239.000;200.000;288.000
11044;STABROEK;2015;Y;135;230.000;190.000;280.000
11044;STABROEK;2016;Y;183;259.500;207.500;300.000
11044;STABROEK;2017;Y;204;245.000;205.000;285.000
11044;STABROEK;2018;Y;176;259.000;209.000;310.000
11044;STABROEK;2019;Y;219;285.000;240.000;345.000
11044;STABROEK;2020;Y;168;291.000;239.500;340.000
11050;WIJNEGEM;2010;Y;89;215.000;172.000;300.000
11050;WIJNEGEM;2011;Y;83;233.750;185.000;320.000
11050;WIJNEGEM;2012;Y;74;264.250;198.000;330.000
11050;WIJNEGEM;2013;Y;87;270.000;212.500;346.000
11050;WIJNEGEM;2014;Y;110;275.000;219.000;315.000
11050;WIJNEGEM;2015;Y;74;290.000;225.000;355.000
11050;WIJNEGEM;2016;Y;99;275.000;198.000;345.000
11050;WIJNEGEM;2017;Y;82;297.000;232.500;369.500
11050;WIJNEGEM;2018;Y;90;315.000;241.000;380.000
11050;WIJNEGEM;2019;Y;135;310.000;235.000;401.778
11050;WIJNEGEM;2020;Y;84;332.500;240.000;420.500
11052;WOMMELGEM;2010;Y;87;249.000;185.000;310.000
11052;WOMMELGEM;2011;Y;72;262.500;202.500;325.000
11052;WOMMELGEM;2012;Y;93;265.750;210.000;319.000
11052;WOMMELGEM;2013;Y;91;300.000;230.000;368.000
11052;WOMMELGEM;2014;Y;107;309.000;230.000;360.000
11052;WOMMELGEM;2015;Y;99;262.250;212.500;335.000
11052;WOMMELGEM;2016;Y;102;285.000;238.000;355.000
11052;WOMMELGEM;2017;Y;95;297.500;238.500;372.500
11052;WOMMELGEM;2018;Y;89;288.500;230.000;370.000
11052;WOMMELGEM;2019;Y;114;315.000;250.000;380.000
11052;WOMMELGEM;2020;Y;99;320.500;254.500;395.750
11053;WUUSTWEZEL;2010;Y;116;237.500;182.500;309.100
11053;WUUSTWEZEL;2011;Y;104;250.000;176.250;315.500
11053;WUUSTWEZEL;2012;Y;120;270.000;210.000;325.500
11053;WUUSTWEZEL;2013;Y;118;260.000;200.000;312.000
11053;WUUSTWEZEL;2014;Y;150;275.000;218.000;327.000
11053;WUUSTWEZEL;2015;Y;110;272.500;225.000;330.000
11053;WUUSTWEZEL;2016;Y;147;279.000;234.000;325.000
11053;WUUSTWEZEL;2017;Y;135;285.000;230.000;360.000
11053;WUUSTWEZEL;2018;Y;142;305.000;240.000;360.000
11053;WUUSTWEZEL;2019;Y;176;300.000;233.500;382.500
11053;WUUSTWEZEL;2020;Y;126;317.500;248.500;407.000
11054;ZANDHOVEN;2010;Y;65;240.000;200.000;300.000
11054;ZANDHOVEN;2011;Y;71;270.000;220.000;325.000
11054;ZANDHOVEN;2012;Y;74;291.500;206.500;365.000
11054;ZANDHOVEN;2013;Y;83;295.500;240.000;350.000
11054;ZANDHOVEN;2014;Y;100;289.000;237.500;357.500
11054;ZANDHOVEN;2015;Y;75;315.000;230.000;360.000
11054;ZANDHOVEN;2016;Y;73;312.000;255.000;420.000
11054;ZANDHOVEN;2017;Y;100;322.500;255.000;395.000
11054;ZANDHOVEN;2018;Y;83;320.000;265.000;380.000
11054;ZANDHOVEN;2019;Y;116;314.000;250.000;425.000
11054;ZANDHOVEN;2020;Y;97;360.000;275.000;435.000
11055;ZOERSEL;2010;Y;168;320.000;257.500;414.000
11055;ZOERSEL;2011;Y;175;340.000;276.000;422.500
11055;ZOERSEL;2012;Y;147;328.000;275.000;410.000
11055;ZOERSEL;2013;Y;127;310.000;255.000;370.000
11055;ZOERSEL;2014;Y;212;330.000;265.000;405.000
11055;ZOERSEL;2015;Y;156;340.800;270.000;440.000
11055;ZOERSEL;2016;Y;195;327.000;276.000;410.000
11055;ZOERSEL;2017;Y;184;350.500;283.750;417.500
11055;ZOERSEL;2018;Y;214;345.750;271.000;427.500
11055;ZOERSEL;2019;Y;256;365.000;310.000;440.000
11055;ZOERSEL;2020;Y;185;390.000;307.000;507.500
11056;ZWIJNDRECHT;2010;Y;137;205.000;164.500;246.000
11056;ZWIJNDRECHT;2011;Y;151;200.000;155.000;260.000
11056;ZWIJNDRECHT;2012;Y;140;206.500;160.000;250.000
11056;ZWIJNDRECHT;2013;Y;142;222.500;175.000;270.000
11056;ZWIJNDRECHT;2014;Y;177;215.000;170.000;260.000
11056;ZWIJNDRECHT;2015;Y;143;208.000;170.000;250.000
11056;ZWIJNDRECHT;2016;Y;163;220.000;167.500;276.000
11056;ZWIJNDRECHT;2017;Y;161;225.500;170.000;272.000
11056;ZWIJNDRECHT;2018;Y;146;245.000;205.000;318.500
11056;ZWIJNDRECHT;2019;Y;222;250.000;200.000;314.950
11056;ZWIJNDRECHT;2020;Y;143;265.000;205.000;339.000
11057;MALLE;2010;Y;73;264.000;220.000;338.000
11057;MALLE;2011;Y;84;300.000;244.000;385.000
11057;MALLE;2012;Y;96;293.750;230.000;350.000
11057;MALLE;2013;Y;90;291.250;230.000;390.000
11057;MALLE;2014;Y;92;295.000;250.000;350.000
11057;MALLE;2015;Y;87;265.000;220.000;339.000
11057;MALLE;2016;Y;90;280.000;240.000;360.000
11057;MALLE;2017;Y;109;302.750;258.500;432.000
11057;MALLE;2018;Y;117;300.000;260.000;372.500
11057;MALLE;2019;Y;123;335.000;275.000;388.000
11057;MALLE;2020;Y;97;370.000;265.000;429.000
12002;BERLAAR;2010;Y;96;210.000;160.000;290.000
12002;BERLAAR;2011;Y;100;196.000;155.000;265.000
12002;BERLAAR;2012;Y;83;230.000;165.000;288.000
12002;BERLAAR;2013;Y;81;225.000;175.000;275.000
12002;BERLAAR;2014;Y;85;249.000;185.000;310.750
12002;BERLAAR;2015;Y;78;223.000;180.000;280.000
12002;BERLAAR;2016;Y;82;215.000;165.000;320.000
12002;BERLAAR;2017;Y;90;230.000;170.000;313.000
12002;BERLAAR;2018;Y;86;247.250;200.000;317.500
12002;BERLAAR;2019;Y;119;250.500;195.000;342.500
12002;BERLAAR;2020;Y;80;253.750;207.500;324.750
12005;BONHEIDEN;2010;Y;106;270.000;210.000;337.500
12005;BONHEIDEN;2011;Y;111;300.000;210.000;390.000
12005;BONHEIDEN;2012;Y;132;292.500;222.500;402.500
12005;BONHEIDEN;2013;Y;108;297.500;197.500;397.500
12005;BONHEIDEN;2014;Y;125;295.000;226.500;390.500
12005;BONHEIDEN;2015;Y;94;290.000;220.000;360.000
12005;BONHEIDEN;2016;Y;114;290.000;210.000;372.500
12005;BONHEIDEN;2017;Y;162;313.500;230.000;430.000
12005;BONHEIDEN;2018;Y;124;315.000;247.500;399.500
12005;BONHEIDEN;2019;Y;164;339.500;269.000;410.000
12005;BONHEIDEN;2020;Y;129;321.500;255.000;435.000
12007;BORNEM;2010;Y;162;209.000;165.000;281.500
12007;BORNEM;2011;Y;185;220.000;150.000;290.000
12007;BORNEM;2012;Y;161;224.500;174.000;290.000
12007;BORNEM;2013;Y;145;222.500;162.500;300.000
12007;BORNEM;2014;Y;173;240.000;185.000;306.250
12007;BORNEM;2015;Y;160;245.919;191.500;332.500
12007;BORNEM;2016;Y;173;247.000;188.750;306.000
12007;BORNEM;2017;Y;178;250.000;187.000;335.000
12007;BORNEM;2018;Y;179;270.000;210.000;340.000
12007;BORNEM;2019;Y;231;284.000;200.000;355.000
12007;BORNEM;2020;Y;159;297.250;230.000;365.000
12009;DUFFEL;2010;Y;109;200.000;165.000;265.000
12009;DUFFEL;2011;Y;110;214.000;166.826;285.000
12009;DUFFEL;2012;Y;96;250.000;175.000;315.000
12009;DUFFEL;2013;Y;98;230.000;170.000;318.000
12009;DUFFEL;2014;Y;156;246.750;195.000;307.500
12009;DUFFEL;2015;Y;139;250.000;185.000;329.000
12009;DUFFEL;2016;Y;151;260.000;200.000;330.000
12009;DUFFEL;2017;Y;133;262.500;200.000;330.000
12009;DUFFEL;2018;Y;152;250.000;188.500;340.000
12009;DUFFEL;2019;Y;210;292.500;230.000;379.600
12009;DUFFEL;2020;Y;144;310.000;243.500;415.000
12014;HEIST-OP-DEN-BERG;2010;Y;259;210.000;160.000;270.000
12014;HEIST-OP-DEN-BERG;2011;Y;284;220.000;170.000;272.500
12014;HEIST-OP-DEN-BERG;2012;Y;276;221.820;175.000;273.750
12014;HEIST-OP-DEN-BERG;2013;Y;266;239.500;180.000;300.000
12014;HEIST-OP-DEN-BERG;2014;Y;352;225.000;180.000;280.000
12014;HEIST-OP-DEN-BERG;2015;Y;239;250.000;190.000;301.000
12014;HEIST-OP-DEN-BERG;2016;Y;267;249.000;190.000;302.000
12014;HEIST-OP-DEN-BERG;2017;Y;318;253.000;200.000;310.000
12014;HEIST-OP-DEN-BERG;2018;Y;320;262.500;200.000;346.250
12014;HEIST-OP-DEN-BERG;2019;Y;374;260.000;202.000;330.000
12014;HEIST-OP-DEN-BERG;2020;Y;329;280.000;210.000;350.000
12021;LIER;2010;Y;293;195.000;150.000;250.000
12021;LIER;2011;Y;286;197.000;156.000;262.750
12021;LIER;2012;Y;297;209.500;158.000;265.000
12021;LIER;2013;Y;256;211.500;160.500;280.000
12021;LIER;2014;Y;317;218.000;165.000;275.000
12021;LIER;2015;Y;286;215.000;166.500;277.350
12021;LIER;2016;Y;347;225.000;173.500;297.500
12021;LIER;2017;Y;357;227.500;161.000;300.000
12021;LIER;2018;Y;401;232.000;175.000;295.000
12021;LIER;2019;Y;427;250.000;199.000;315.000
12021;LIER;2020;Y;327;274.500;206.000;346.000
12025;MECHELEN;2010;Y;715;185.000;142.000;240.000
12025;MECHELEN;2011;Y;785;195.000;150.000;250.000
12025;MECHELEN;2012;Y;765;205.000;160.000;260.000
12025;MECHELEN;2013;Y;738;215.000;165.000;275.000
12025;MECHELEN;2014;Y;832;212.000;162.000;270.000
12025;MECHELEN;2015;Y;615;210.000;161.000;270.000
12025;MECHELEN;2016;Y;747;220.000;162.250;281.500
12025;MECHELEN;2017;Y;793;232.000;178.500;295.000
12025;MECHELEN;2018;Y;798;245.000;195.000;315.000
12025;MECHELEN;2019;Y;1.037;260.000;209.500;330.000
12025;MECHELEN;2020;Y;722;280.000;219.000;350.000
12026;NIJLEN;2010;Y;185;200.000;157.000;270.000
12026;NIJLEN;2011;Y;188;225.000;175.000;295.000
12026;NIJLEN;2012;Y;193;235.000;175.000;289.500
12026;NIJLEN;2013;Y;197;240.000;189.750;290.000
12026;NIJLEN;2014;Y;240;242.500;195.000;316.000
12026;NIJLEN;2015;Y;167;230.000;180.000;293.000
12026;NIJLEN;2016;Y;178;240.000;181.000;312.000
12026;NIJLEN;2017;Y;230;236.000;184.000;307.500
12026;NIJLEN;2018;Y;207;252.000;190.500;325.250
12026;NIJLEN;2019;Y;293;270.000;205.000;349.000
12026;NIJLEN;2020;Y;204;280.000;215.000;370.000
12029;PUTTE;2010;Y;110;227.500;175.000;300.000
12029;PUTTE;2011;Y;111;230.000;180.000;297.500
12029;PUTTE;2012;Y;126;260.000;185.000;335.000
12029;PUTTE;2013;Y;107;250.000;190.000;300.000
12029;PUTTE;2014;Y;173;261.000;200.000;319.500
12029;PUTTE;2015;Y;108;250.000;200.000;290.000
12029;PUTTE;2016;Y;143;239.000;180.000;295.000
12029;PUTTE;2017;Y;134;255.000;200.000;320.000
12029;PUTTE;2018;Y;159;270.000;218.000;360.000
12029;PUTTE;2019;Y;180;275.000;220.000;350.000
12029;PUTTE;2020;Y;132;285.500;218.000;367.500
12035;SINT-KATELIJNE-WAVER;2010;Y;146;240.000;185.000;295.000
12035;SINT-KATELIJNE-WAVER;2011;Y;157;235.000;180.000;300.000
12035;SINT-KATELIJNE-WAVER;2012;Y;157;265.000;210.000;355.000
12035;SINT-KATELIJNE-WAVER;2013;Y;134;270.500;195.000;335.000
12035;SINT-KATELIJNE-WAVER;2014;Y;189;270.000;215.000;335.000
12035;SINT-KATELIJNE-WAVER;2015;Y;147;257.500;210.000;310.000
12035;SINT-KATELIJNE-WAVER;2016;Y;153;275.000;225.000;358.000
12035;SINT-KATELIJNE-WAVER;2017;Y;151;275.000;215.000;338.500
12035;SINT-KATELIJNE-WAVER;2018;Y;181;297.000;230.000;360.000
12035;SINT-KATELIJNE-WAVER;2019;Y;200;302.500;240.954;385.000
12035;SINT-KATELIJNE-WAVER;2020;Y;145;321.750;260.000;427.000
12040;WILLEBROEK;2010;Y;218;182.710;150.000;237.500
12040;WILLEBROEK;2011;Y;259;185.000;150.000;244.000
12040;WILLEBROEK;2012;Y;242;195.000;150.000;240.000
12040;WILLEBROEK;2013;Y;214;190.000;152.500;248.000
12040;WILLEBROEK;2014;Y;276;210.000;165.000;260.000
12040;WILLEBROEK;2015;Y;202;198.000;154.500;255.000
12040;WILLEBROEK;2016;Y;283;201.000;159.500;255.000
12040;WILLEBROEK;2017;Y;242;215.000;168.323;272.500
12040;WILLEBROEK;2018;Y;287;217.500;170.000;285.000
12040;WILLEBROEK;2019;Y;374;235.000;185.000;297.000
12040;WILLEBROEK;2020;Y;272;245.000;200.000;315.000
12041;PUURS-SINT-AMANDS;2010;Y;174;185.000;145.000;245.000
