refnis;refnis;refnis;periode;aantal transacties;mediaan prijs(€);eerste kwartiel prijs(€);derde kwartiel prijs(€)
24008;BEKKEVOORT;2019;Y;73;260.000;185.000;330.000
24008;BEKKEVOORT;2020;Y;50;275.000;185.000;340.000
24009;BERTEM;2010;Y;67;262.500;210.000;325.000
24009;BERTEM;2011;Y;71;282.000;200.000;349.000
24009;BERTEM;2012;Y;70;272.000;215.000;330.000
24009;BERTEM;2013;Y;67;300.000;240.000;364.000
24009;BERTEM;2014;Y;72;292.700;236.500;399.500
24009;BERTEM;2015;Y;58;295.000;210.000;375.000
24009;BERTEM;2016;Y;64;310.000;240.000;389.000
24009;BERTEM;2017;Y;62;292.500;240.000;385.000
24009;BERTEM;2018;Y;59;335.000;269.000;388.000
24009;BERTEM;2019;Y;120;353.000;285.000;425.000
24009;BERTEM;2020;Y;70;359.000;280.000;439.000
24011;BIERBEEK;2010;Y;47;275.000;220.000;370.000
24011;BIERBEEK;2011;Y;58;260.000;197.500;370.500
24011;BIERBEEK;2012;Y;53;317.000;250.000;360.000
24011;BIERBEEK;2013;Y;70;277.500;215.000;345.000
24011;BIERBEEK;2014;Y;68;287.000;200.000;373.000
24011;BIERBEEK;2015;Y;53;310.000;262.750;400.000
24011;BIERBEEK;2016;Y;55;320.000;260.000;375.000
24011;BIERBEEK;2017;Y;61;291.000;210.000;395.000
24011;BIERBEEK;2018;Y;84;335.000;265.000;390.000
24011;BIERBEEK;2019;Y;87;315.000;261.000;409.000
24011;BIERBEEK;2020;Y;76;380.000;305.000;447.000
24014;BOORTMEERBEEK;2010;Y;95;275.000;211.000;335.000
24014;BOORTMEERBEEK;2011;Y;86;245.500;195.000;325.000
24014;BOORTMEERBEEK;2012;Y;77;250.000;207.500;310.000
24014;BOORTMEERBEEK;2013;Y;85;253.500;215.000;345.000
24014;BOORTMEERBEEK;2014;Y;116;295.000;230.000;372.500
24014;BOORTMEERBEEK;2015;Y;71;265.000;210.000;325.000
24014;BOORTMEERBEEK;2016;Y;100;265.000;223.500;355.000
24014;BOORTMEERBEEK;2017;Y;121;300.000;232.500;375.000
24014;BOORTMEERBEEK;2018;Y;133;325.000;267.000;405.000
24014;BOORTMEERBEEK;2019;Y;149;315.000;250.000;380.000
24014;BOORTMEERBEEK;2020;Y;122;310.000;245.000;405.000
24016;BOUTERSEM;2010;Y;67;250.000;185.000;295.000
24016;BOUTERSEM;2011;Y;57;240.000;200.000;286.000
24016;BOUTERSEM;2012;Y;56;247.000;212.000;341.000
24016;BOUTERSEM;2013;Y;53;240.000;195.000;295.000
24016;BOUTERSEM;2014;Y;68;250.000;170.000;334.000
24016;BOUTERSEM;2015;Y;56;260.000;200.000;319.000
24016;BOUTERSEM;2016;Y;65;272.500;200.000;335.000
24016;BOUTERSEM;2017;Y;61;285.000;220.000;330.000
24016;BOUTERSEM;2018;Y;71;275.001;215.000;347.000
24016;BOUTERSEM;2019;Y;105;292.000;235.000;345.000
24016;BOUTERSEM;2020;Y;63;300.000;235.000;370.000
24020;DIEST;2010;Y;189;175.000;133.000;225.000
24020;DIEST;2011;Y;184;190.000;160.000;240.000
24020;DIEST;2012;Y;166;196.750;140.000;257.500
24020;DIEST;2013;Y;162;200.000;151.000;257.000
24020;DIEST;2014;Y;208;207.500;165.000;275.000
24020;DIEST;2015;Y;161;215.000;142.000;265.000
24020;DIEST;2016;Y;198;230.000;175.000;290.000
24020;DIEST;2017;Y;219;217.000;165.000;285.000
24020;DIEST;2018;Y;213;225.000;180.000;281.100
24020;DIEST;2019;Y;234;230.000;175.000;290.000
24020;DIEST;2020;Y;194;239.000;175.000;320.000
24028;GEETBETS;2010;Y;50;165.000;150.000;215.000
24028;GEETBETS;2011;Y;44;170.500;130.000;209.500
24028;GEETBETS;2012;Y;46;196.250;150.000;259.000
24028;GEETBETS;2013;Y;33;183.500;154.500;208.000
24028;GEETBETS;2014;Y;62;177.500;135.000;250.000
24028;GEETBETS;2015;Y;50;220.000;150.000;255.000
24028;GEETBETS;2016;Y;45;168.100;134.250;208.025
24028;GEETBETS;2017;Y;67;219.000;142.500;261.000
24028;GEETBETS;2018;Y;52;217.500;167.500;255.000
24028;GEETBETS;2019;Y;74;235.000;165.000;295.000
24028;GEETBETS;2020;Y;58;214.000;160.000;279.000
24033;HAACHT;2010;Y;88;235.000;186.500;284.750
24033;HAACHT;2011;Y;105;250.000;190.000;291.250
24033;HAACHT;2012;Y;131;255.000;200.000;300.000
24033;HAACHT;2013;Y;107;267.500;215.000;335.000
24033;HAACHT;2014;Y;109;250.000;205.000;315.000
24033;HAACHT;2015;Y;111;265.000;210.000;321.000
24033;HAACHT;2016;Y;119;260.000;220.000;325.000
24033;HAACHT;2017;Y;102;265.000;210.000;329.000
24033;HAACHT;2018;Y;116;275.500;239.000;350.000
24033;HAACHT;2019;Y;161;310.000;244.850;372.000
24033;HAACHT;2020;Y;103;345.000;295.000;405.000
24038;HERENT;2010;Y;144;247.250;200.500;308.500
24038;HERENT;2011;Y;136;256.197;200.000;330.500
24038;HERENT;2012;Y;135;275.000;230.700;370.000
24038;HERENT;2013;Y;152;276.500;229.000;360.000
24038;HERENT;2014;Y;186;295.750;221.500;365.000
24038;HERENT;2015;Y;127;299.000;245.000;385.000
24038;HERENT;2016;Y;181;290.000;220.000;360.000
24038;HERENT;2017;Y;152;310.000;250.000;378.000
24038;HERENT;2018;Y;181;332.500;268.000;385.000
24038;HERENT;2019;Y;230;329.500;270.000;438.500
24038;HERENT;2020;Y;161;355.000;290.000;445.600
24041;HOEGAARDEN;2010;Y;68;195.000;132.500;247.500
24041;HOEGAARDEN;2011;Y;62;180.000;145.000;210.000
24041;HOEGAARDEN;2012;Y;69;200.000;157.000;270.000
24041;HOEGAARDEN;2013;Y;49;220.000;162.500;265.000
24041;HOEGAARDEN;2014;Y;71;225.000;160.000;280.000
24041;HOEGAARDEN;2015;Y;57;195.000;139.100;325.000
24041;HOEGAARDEN;2016;Y;51;205.000;167.000;276.000
24041;HOEGAARDEN;2017;Y;64;243.000;192.500;285.000
24041;HOEGAARDEN;2018;Y;59;280.000;192.000;333.000
24041;HOEGAARDEN;2019;Y;76;254.000;180.000;325.000
24041;HOEGAARDEN;2020;Y;64;280.000;216.500;360.000
24043;HOLSBEEK;2010;Y;64;240.500;175.000;302.500
24043;HOLSBEEK;2011;Y;61;240.000;185.000;312.500
24043;HOLSBEEK;2012;Y;73;278.500;227.500;342.500
24043;HOLSBEEK;2013;Y;59;265.000;212.000;345.000
24043;HOLSBEEK;2014;Y;81;280.000;200.000;350.000
24043;HOLSBEEK;2015;Y;57;291.500;235.000;340.000
24043;HOLSBEEK;2016;Y;57;318.000;242.000;415.000
24043;HOLSBEEK;2017;Y;67;303.000;237.500;360.000
24043;HOLSBEEK;2018;Y;78;337.500;253.500;400.000
24043;HOLSBEEK;2019;Y;83;345.000;269.000;445.000
24043;HOLSBEEK;2020;Y;56;365.000;250.000;485.000
24045;HULDENBERG;2010;Y;84;302.000;210.000;380.000
24045;HULDENBERG;2011;Y;71;290.000;232.500;347.000
24045;HULDENBERG;2012;Y;76;275.000;220.500;366.500
24045;HULDENBERG;2013;Y;63;287.500;233.000;369.000
24045;HULDENBERG;2014;Y;72;305.500;252.750;360.000
24045;HULDENBERG;2015;Y;55;330.100;260.000;390.000
24045;HULDENBERG;2016;Y;82;315.000;245.000;359.000
24045;HULDENBERG;2017;Y;77;340.000;275.000;399.000
24045;HULDENBERG;2018;Y;64;350.000;300.000;450.000
24045;HULDENBERG;2019;Y;86;335.000;295.000;400.000
24045;HULDENBERG;2020;Y;73;337.000;240.000;448.000
24048;KEERBERGEN;2010;Y;95;305.000;227.000;445.000
24048;KEERBERGEN;2011;Y;93;345.000;260.000;550.000
24048;KEERBERGEN;2012;Y;93;315.000;260.000;442.000
24048;KEERBERGEN;2013;Y;99;325.000;250.000;430.000
24048;KEERBERGEN;2014;Y;128;330.000;250.000;425.000
24048;KEERBERGEN;2015;Y;85;300.000;250.000;410.000
24048;KEERBERGEN;2016;Y;117;342.100;272.500;458.750
24048;KEERBERGEN;2017;Y;116;319.500;241.250;427.500
24048;KEERBERGEN;2018;Y;138;363.500;260.000;470.000
24048;KEERBERGEN;2019;Y;160;369.500;275.000;480.000
24048;KEERBERGEN;2020;Y;132;398.500;287.500;607.500
24054;KORTENAKEN;2010;Y;47;220.000;165.000;255.000
24054;KORTENAKEN;2011;Y;60;209.000;145.000;257.500
24054;KORTENAKEN;2012;Y;57;189.000;140.000;245.000
24054;KORTENAKEN;2013;Y;43;180.000;151.000;270.000
24054;KORTENAKEN;2014;Y;76;207.500;152.500;260.000
24054;KORTENAKEN;2015;Y;51;199.000;146.000;255.000
24054;KORTENAKEN;2016;Y;50;225.000;160.000;274.000
24054;KORTENAKEN;2017;Y;78;237.500;170.000;275.000
24054;KORTENAKEN;2018;Y;74;239.000;170.000;279.000
24054;KORTENAKEN;2019;Y;82;255.000;197.000;340.000
24054;KORTENAKEN;2020;Y;65;240.000;195.000;340.000
24055;KORTENBERG;2010;Y;133;275.000;220.000;350.000
24055;KORTENBERG;2011;Y;134;273.500;205.000;360.000
24055;KORTENBERG;2012;Y;145;298.000;238.000;375.000
24055;KORTENBERG;2013;Y;121;300.000;250.000;411.000
24055;KORTENBERG;2014;Y;171;300.000;235.000;365.000
24055;KORTENBERG;2015;Y;135;290.000;227.000;390.000
24055;KORTENBERG;2016;Y;144;310.000;240.000;370.000
24055;KORTENBERG;2017;Y;150;328.000;265.000;410.000
24055;KORTENBERG;2018;Y;149;331.000;262.500;407.500
24055;KORTENBERG;2019;Y;204;348.000;275.000;426.000
24055;KORTENBERG;2020;Y;142;360.000;300.000;438.000
24059;LANDEN;2010;Y;168;155.000;122.300;200.000
24059;LANDEN;2011;Y;161;160.000;125.000;210.000
24059;LANDEN;2012;Y;146;175.000;140.000;225.000
24059;LANDEN;2013;Y;132;165.000;117.500;207.500
24059;LANDEN;2014;Y;183;175.000;135.000;225.000
24059;LANDEN;2015;Y;109;169.000;135.000;220.000
24059;LANDEN;2016;Y;153;180.000;125.000;245.000
24059;LANDEN;2017;Y;176;180.000;131.200;239.500
24059;LANDEN;2018;Y;180;185.000;140.000;247.500
24059;LANDEN;2019;Y;221;196.000;156.000;257.500
24059;LANDEN;2020;Y;161;198.000;161.000;275.000
24062;LEUVEN;2010;Y;688;252.250;196.000;305.000
24062;LEUVEN;2011;Y;752;270.000;215.000;325.000
24062;LEUVEN;2012;Y;668;280.000;225.000;340.000
24062;LEUVEN;2013;Y;717;282.000;232.500;345.000
24062;LEUVEN;2014;Y;721;288.000;240.000;358.000
24062;LEUVEN;2015;Y;682;286.500;225.000;350.000
24062;LEUVEN;2016;Y;761;295.000;235.000;370.000
24062;LEUVEN;2017;Y;777;315.000;250.000;380.000
24062;LEUVEN;2018;Y;814;325.000;260.000;390.000
24062;LEUVEN;2019;Y;1.000;350.000;285.000;415.000
24062;LEUVEN;2020;Y;710;358.000;295.000;445.000
24066;LUBBEEK;2010;Y;103;299.999;220.000;385.000
24066;LUBBEEK;2011;Y;99;288.000;220.000;353.000
24066;LUBBEEK;2012;Y;89;300.000;244.000;380.000
24066;LUBBEEK;2013;Y;108;275.000;200.000;335.000
24066;LUBBEEK;2014;Y;117;270.000;217.500;360.000
24066;LUBBEEK;2015;Y;92;285.000;230.000;360.000
24066;LUBBEEK;2016;Y;109;317.500;240.000;412.500
24066;LUBBEEK;2017;Y;106;365.000;270.000;485.000
24066;LUBBEEK;2018;Y;102;325.000;260.000;410.000
24066;LUBBEEK;2019;Y;130;375.000;299.000;456.000
24066;LUBBEEK;2020;Y;122;360.000;300.000;438.000
24086;OUD-HEVERLEE;2010;Y;61;258.100;226.000;365.000
24086;OUD-HEVERLEE;2011;Y;63;335.000;250.000;432.000
24086;OUD-HEVERLEE;2012;Y;66;307.000;225.000;387.000
24086;OUD-HEVERLEE;2013;Y;48;340.625;280.000;420.500
24086;OUD-HEVERLEE;2014;Y;95;312.000;240.000;399.000
24086;OUD-HEVERLEE;2015;Y;78;324.750;255.000;446.250
24086;OUD-HEVERLEE;2016;Y;83;327.500;270.000;405.000
24086;OUD-HEVERLEE;2017;Y;66;348.000;275.000;400.000
24086;OUD-HEVERLEE;2018;Y;77;348.000;289.800;449.000
24086;OUD-HEVERLEE;2019;Y;117;372.500;288.000;485.000
24086;OUD-HEVERLEE;2020;Y;60;425.000;349.000;525.000
24094;ROTSELAAR;2010;Y;120;225.000;175.000;290.000
24094;ROTSELAAR;2011;Y;131;235.000;170.000;322.500
24094;ROTSELAAR;2012;Y;113;238.500;170.000;317.500
24094;ROTSELAAR;2013;Y;101;250.000;179.000;320.000
24094;ROTSELAAR;2014;Y;134;242.000;190.000;320.000
24094;ROTSELAAR;2015;Y;83;250.000;200.000;335.000
24094;ROTSELAAR;2016;Y;116;255.000;195.000;330.000
24094;ROTSELAAR;2017;Y;139;272.000;226.000;350.000
24094;ROTSELAAR;2018;Y;142;285.000;222.500;368.000
24094;ROTSELAAR;2019;Y;173;325.000;249.000;385.000
24094;ROTSELAAR;2020;Y;122;331.000;255.000;400.000
24104;TERVUREN;2010;Y;158;360.000;275.000;515.000
24104;TERVUREN;2011;Y;189;370.000;285.000;545.000
24104;TERVUREN;2012;Y;171;375.000;290.000;500.000
24104;TERVUREN;2013;Y;168;360.000;280.000;512.500
24104;TERVUREN;2014;Y;206;350.000;280.000;490.000
24104;TERVUREN;2015;Y;167;376.000;305.000;538.750
24104;TERVUREN;2016;Y;194;394.000;295.000;536.250
24104;TERVUREN;2017;Y;206;425.000;330.000;595.000
24104;TERVUREN;2018;Y;214;438.750;339.500;599.500
24104;TERVUREN;2019;Y;230;405.000;310.000;575.000
24104;TERVUREN;2020;Y;162;445.000;350.000;615.000
24107;TIENEN;2010;Y;331;155.000;118.000;190.000
24107;TIENEN;2011;Y;438;160.000;120.000;215.500
24107;TIENEN;2012;Y;336;175.000;129.000;220.000
24107;TIENEN;2013;Y;330;165.000;130.000;220.000
24107;TIENEN;2014;Y;398;173.000;132.000;220.000
24107;TIENEN;2015;Y;349;177.000;134.000;234.000
24107;TIENEN;2016;Y;350;180.000;140.000;235.000
24107;TIENEN;2017;Y;394;190.000;142.000;249.000
24107;TIENEN;2018;Y;421;192.500;147.250;253.750
24107;TIENEN;2019;Y;490;199.990;154.000;265.000
24107;TIENEN;2020;Y;338;210.000;155.000;276.000
24109;TREMELO;2010;Y;95;248.000;190.878;300.000
24109;TREMELO;2011;Y;118;251.000;200.000;320.000
24109;TREMELO;2012;Y;102;275.000;195.000;325.000
24109;TREMELO;2013;Y;84;260.000;200.000;332.500
24109;TREMELO;2014;Y;121;247.000;186.650;340.000
24109;TREMELO;2015;Y;79;271.250;210.000;339.200
24109;TREMELO;2016;Y;97;250.000;190.000;341.250
24109;TREMELO;2017;Y;119;275.000;205.000;330.000
24109;TREMELO;2018;Y;138;280.000;228.000;350.000
24109;TREMELO;2019;Y;163;305.000;240.000;392.000
24109;TREMELO;2020;Y;118;307.500;250.000;415.000
24130;ZOUTLEEUW;2010;Y;65;150.000;112.000;200.000
24130;ZOUTLEEUW;2011;Y;64;160.000;132.000;206.000
24130;ZOUTLEEUW;2012;Y;70;165.000;117.500;200.000
24130;ZOUTLEEUW;2013;Y;72;180.000;140.000;252.500
24130;ZOUTLEEUW;2014;Y;88;165.000;124.474;213.750
24130;ZOUTLEEUW;2015;Y;61;185.000;145.000;260.000
24130;ZOUTLEEUW;2016;Y;77;189.000;140.000;250.000
24130;ZOUTLEEUW;2017;Y;80;215.000;150.000;255.000
24130;ZOUTLEEUW;2018;Y;76;186.000;135.000;256.500
24130;ZOUTLEEUW;2019;Y;97;198.500;150.000;275.000
24130;ZOUTLEEUW;2020;Y;66;220.000;152.000;286.000
24133;LINTER;2010;Y;47;169.000;114.000;235.000
24133;LINTER;2011;Y;57;190.000;150.000;240.000
24133;LINTER;2012;Y;51;203.000;155.000;275.000
24133;LINTER;2013;Y;61;193.000;160.000;242.000
24133;LINTER;2014;Y;68;185.000;144.000;235.000
24133;LINTER;2015;Y;42;180.000;145.000;260.000
24133;LINTER;2016;Y;61;202.000;145.000;255.000
24133;LINTER;2017;Y;60;180.000;141.960;244.000
24133;LINTER;2018;Y;63;220.000;165.000;270.000
24133;LINTER;2019;Y;114;210.000;151.000;269.000
24133;LINTER;2020;Y;65;247.500;165.000;299.000
24134;SCHERPENHEUVEL-ZICHEM;2010;Y;202;179.125;142.000;235.000
24134;SCHERPENHEUVEL-ZICHEM;2011;Y;217;190.000;150.000;235.000
24134;SCHERPENHEUVEL-ZICHEM;2012;Y;170;185.000;140.000;243.500
24134;SCHERPENHEUVEL-ZICHEM;2013;Y;183;180.000;136.750;231.500
24134;SCHERPENHEUVEL-ZICHEM;2014;Y;234;185.000;143.750;259.500
24134;SCHERPENHEUVEL-ZICHEM;2015;Y;198;180.000;148.000;230.000
24134;SCHERPENHEUVEL-ZICHEM;2016;Y;230;200.000;150.000;257.250
24134;SCHERPENHEUVEL-ZICHEM;2017;Y;213;201.000;155.000;265.000
24134;SCHERPENHEUVEL-ZICHEM;2018;Y;227;210.000;160.000;265.000
24134;SCHERPENHEUVEL-ZICHEM;2019;Y;246;216.750;180.000;280.000
24134;SCHERPENHEUVEL-ZICHEM;2020;Y;223;220.000;169.000;287.500
24135;TIELT-WINGE;2010;Y;66;200.000;154.000;255.000
24135;TIELT-WINGE;2011;Y;79;235.000;180.000;290.000
24135;TIELT-WINGE;2012;Y;72;247.500;195.500;299.000
24135;TIELT-WINGE;2013;Y;74;250.000;180.000;315.000
24135;TIELT-WINGE;2014;Y;84;225.000;165.000;310.000
24135;TIELT-WINGE;2015;Y;76;250.000;195.000;325.000
24135;TIELT-WINGE;2016;Y;76;227.500;175.000;275.000
24135;TIELT-WINGE;2017;Y;77;230.000;172.500;321.000
24135;TIELT-WINGE;2018;Y;83;263.000;180.000;338.000
24135;TIELT-WINGE;2019;Y;110;260.000;200.000;350.000
24135;TIELT-WINGE;2020;Y;77;280.500;228.500;371.000
24137;GLABBEEK;2010;Y;26;204.500;165.000;240.000
24137;GLABBEEK;2011;Y;41;215.000;170.000;282.500
24137;GLABBEEK;2012;Y;33;225.000;185.000;270.000
24137;GLABBEEK;2013;Y;36;200.000;152.500;278.500
24137;GLABBEEK;2014;Y;43;270.000;215.000;320.000
24137;GLABBEEK;2015;Y;39;220.250;182.500;257.500
24137;GLABBEEK;2016;Y;37;249.500;180.000;325.000
24137;GLABBEEK;2017;Y;31;180.000;145.000;290.000
24137;GLABBEEK;2018;Y;44;240.000;189.000;335.000
24137;GLABBEEK;2019;Y;76;265.000;199.000;315.000
24137;GLABBEEK;2020;Y;42;307.500;225.000;347.000
25005;BEVEKOM;2010;Y;61;262.500;185.000;337.500
25005;BEVEKOM;2011;Y;66;265.000;215.163;340.000
25005;BEVEKOM;2012;Y;37;250.000;190.000;300.000
25005;BEVEKOM;2013;Y;57;230.000;200.000;300.000
25005;BEVEKOM;2014;Y;56;272.500;210.000;363.750
25005;BEVEKOM;2015;Y;51;280.000;206.000;337.000
25005;BEVEKOM;2016;Y;56;274.500;220.000;323.500
25005;BEVEKOM;2017;Y;51;292.500;250.000;390.000
25005;BEVEKOM;2018;Y;54;297.500;252.500;397.500
25005;BEVEKOM;2019;Y;57;315.000;245.000;370.000
25005;BEVEKOM;2020;Y;47;357.500;264.000;432.500
25014;EIGENBRAKEL;2010;Y;275;266.000;210.000;335.000
25014;EIGENBRAKEL;2011;Y;298;270.000;215.000;340.000
25014;EIGENBRAKEL;2012;Y;259;290.000;220.000;350.000
25014;EIGENBRAKEL;2013;Y;283;285.000;220.000;347.500
25014;EIGENBRAKEL;2014;Y;332;285.000;230.000;360.000
25014;EIGENBRAKEL;2015;Y;334;310.000;240.000;372.500
25014;EIGENBRAKEL;2016;Y;320;300.000;235.000;365.000
25014;EIGENBRAKEL;2017;Y;303;321.700;253.000;420.000
25014;EIGENBRAKEL;2018;Y;364;320.000;262.500;395.000
25014;EIGENBRAKEL;2019;Y;367;337.000;265.000;400.000
25014;EIGENBRAKEL;2020;Y;322;335.000;265.000;415.000
25015;KASTEELBRAKEL;2010;Y;76;253.250;200.000;332.500
25015;KASTEELBRAKEL;2011;Y;95;270.000;190.000;360.000
25015;KASTEELBRAKEL;2012;Y;106;285.000;205.000;367.500
25015;KASTEELBRAKEL;2013;Y;104;261.250;210.000;352.500
25015;KASTEELBRAKEL;2014;Y;94;270.000;195.000;340.000
25015;KASTEELBRAKEL;2015;Y;81;265.000;185.000;340.000
25015;KASTEELBRAKEL;2016;Y;90;290.000;216.250;390.000
25015;KASTEELBRAKEL;2017;Y;75;265.000;186.000;351.500
25015;KASTEELBRAKEL;2018;Y;82;287.000;240.000;365.000
25015;KASTEELBRAKEL;2019;Y;90;305.000;180.000;369.000
25015;KASTEELBRAKEL;2020;Y;85;307.000;242.000;415.000
25018;CHAUMONT-GISTOUX;2010;Y;81;325.000;230.000;387.307
25018;CHAUMONT-GISTOUX;2011;Y;96;325.000;230.000;400.000
25018;CHAUMONT-GISTOUX;2012;Y;106;350.000;242.000;425.000
25018;CHAUMONT-GISTOUX;2013;Y;79;355.000;265.000;437.500
25018;CHAUMONT-GISTOUX;2014;Y;92;375.000;277.500;466.632
25018;CHAUMONT-GISTOUX;2015;Y;81;375.000;292.500;477.500
25018;CHAUMONT-GISTOUX;2016;Y;99;357.500;300.000;450.000
25018;CHAUMONT-GISTOUX;2017;Y;106;341.500;280.000;450.000
25018;CHAUMONT-GISTOUX;2018;Y;103;385.000;315.000;475.000
25018;CHAUMONT-GISTOUX;2019;Y;88;366.250;275.000;457.500
25018;CHAUMONT-GISTOUX;2020;Y;102;415.000;345.000;550.000
25023;COURT-SAINT-ETIENNE;2010;Y;54;210.000;170.000;283.000
25023;COURT-SAINT-ETIENNE;2011;Y;72;252.500;217.000;307.500
25023;COURT-SAINT-ETIENNE;2012;Y;70;260.000;180.000;319.000
25023;COURT-SAINT-ETIENNE;2013;Y;60;240.000;194.000;367.500
25023;COURT-SAINT-ETIENNE;2014;Y;78;247.000;185.000;345.000
25023;COURT-SAINT-ETIENNE;2015;Y;66;248.000;175.000;320.000
25023;COURT-SAINT-ETIENNE;2016;Y;52;295.000;240.000;365.000
25023;COURT-SAINT-ETIENNE;2017;Y;71;297.500;200.000;355.000
25023;COURT-SAINT-ETIENNE;2018;Y;83;280.000;215.000;356.000
25023;COURT-SAINT-ETIENNE;2019;Y;61;317.500;240.000;415.000
25023;COURT-SAINT-ETIENNE;2020;Y;94;325.000;263.000;375.000
25031;GENEPIEN;2010;Y;122;230.000;170.000;350.000
25031;GENEPIEN;2011;Y;132;252.500;170.000;320.000
25031;GENEPIEN;2012;Y;127;250.000;180.000;350.000
25031;GENEPIEN;2013;Y;128;252.500;197.500;360.000
25031;GENEPIEN;2014;Y;118;285.000;215.000;390.000
25031;GENEPIEN;2015;Y;129;251.500;177.500;360.000
25031;GENEPIEN;2016;Y;129;278.750;197.477;357.500
25031;GENEPIEN;2017;Y;133;264.500;185.000;350.000
25031;GENEPIEN;2018;Y;138;272.000;190.000;360.000
25031;GENEPIEN;2019;Y;133;278.500;188.000;400.000
25031;GENEPIEN;2020;Y;126;325.000;250.000;415.000
25037;GRAVEN;2010;Y;114;290.000;220.000;400.000
25037;GRAVEN;2011;Y;87;270.000;208.000;412.500
25037;GRAVEN;2012;Y;107;286.000;220.000;400.000
25037;GRAVEN;2013;Y;100;275.500;225.000;375.000
25037;GRAVEN;2014;Y;113;285.000;226.250;362.500
25037;GRAVEN;2015;Y;123;300.000;230.000;397.500
25037;GRAVEN;2016;Y;97;300.000;247.000;385.000
25037;GRAVEN;2017;Y;90;302.500;230.000;487.000
25037;GRAVEN;2018;Y;136;310.000;235.000;420.000
25037;GRAVEN;2019;Y;113;344.500;262.500;472.500
25037;GRAVEN;2020;Y;129;350.000;256.000;460.000
25043;INCOURT;2010;Y;45;260.000;220.000;310.000
25043;INCOURT;2011;Y;62;242.000;185.000;320.000
25043;INCOURT;2012;Y;52;250.000;172.500;300.000
25043;INCOURT;2013;Y;45;250.000;180.000;325.000
25043;INCOURT;2014;Y;38;240.000;175.000;335.000
25043;INCOURT;2015;Y;56;253.000;181.000;310.000
25043;INCOURT;2016;Y;52;265.000;155.000;330.000
25043;INCOURT;2017;Y;56;280.000;195.000;390.000
25043;INCOURT;2018;Y;54;315.000;235.000;380.000
25043;INCOURT;2019;Y;43;285.000;225.000;380.000
25043;INCOURT;2020;Y;56;306.250;260.000;380.000
25044;ITTER;2010;Y;42;247.250;170.000;310.000
25044;ITTER;2011;Y;47;220.000;165.000;315.000
25044;ITTER;2012;Y;53;260.000;175.000;327.500
25044;ITTER;2013;Y;48;227.500;168.750;305.000
25044;ITTER;2014;Y;52;228.000;155.500;327.500
25044;ITTER;2015;Y;51;227.500;155.000;325.000
25044;ITTER;2016;Y;60;310.000;200.000;400.000
25044;ITTER;2017;Y;53;280.000;182.500;388.250
25044;ITTER;2018;Y;69;250.000;190.000;368.000
25044;ITTER;2019;Y;51;299.000;227.000;385.000
25044;ITTER;2020;Y;60;282.500;201.500;390.000
25048;GELDENAKEN;2010;Y;112;200.000;160.000;270.000
25048;GELDENAKEN;2011;Y;123;220.000;159.000;275.000
25048;GELDENAKEN;2012;Y;112;221.250;159.450;297.000
25048;GELDENAKEN;2013;Y;90;205.000;155.000;270.000
25048;GELDENAKEN;2014;Y;137;210.000;155.000;270.000
25048;GELDENAKEN;2015;Y;123;222.450;160.000;300.001
25048;GELDENAKEN;2016;Y;112;235.000;172.000;299.000
25048;GELDENAKEN;2017;Y;133;220.000;150.000;319.500
25048;GELDENAKEN;2018;Y;137;235.000;173.000;325.000
25048;GELDENAKEN;2019;Y;153;260.500;195.000;349.000
25048;GELDENAKEN;2020;Y;119;264.000;192.500;350.000
25050;TERHULPEN;2010;Y;62;350.000;275.000;425.000
25050;TERHULPEN;2011;Y;64;365.000;275.600;452.500
25050;TERHULPEN;2012;Y;57;375.000;300.000;445.000
25050;TERHULPEN;2013;Y;49;410.000;326.500;555.000
25050;TERHULPEN;2014;Y;57;290.000;230.000;425.000
25050;TERHULPEN;2015;Y;70;386.500;320.000;480.000
25050;TERHULPEN;2016;Y;48;380.000;275.000;448.500
25050;TERHULPEN;2017;Y;59;404.000;285.000;521.000
25050;TERHULPEN;2018;Y;60;395.000;325.000;525.000
25050;TERHULPEN;2019;Y;78;410.000;315.000;540.000
25050;TERHULPEN;2020;Y;63;405.000;330.000;500.000
25068;MONT-SAINT-GUIBERT;2010;Y;56;237.500;179.500;285.000
25068;MONT-SAINT-GUIBERT;2011;Y;43;270.000;220.000;315.000
25068;MONT-SAINT-GUIBERT;2012;Y;63;265.000;220.000;319.000
25068;MONT-SAINT-GUIBERT;2013;Y;34;257.500;225.000;360.000
25068;MONT-SAINT-GUIBERT;2014;Y;44;292.500;185.000;355.000
25068;MONT-SAINT-GUIBERT;2015;Y;41;266.500;240.000;337.000
25068;MONT-SAINT-GUIBERT;2016;Y;46;300.000;225.000;362.500
25068;MONT-SAINT-GUIBERT;2017;Y;42;259.750;200.000;321.000
25068;MONT-SAINT-GUIBERT;2018;Y;43;292.500;240.000;395.000
25068;MONT-SAINT-GUIBERT;2019;Y;51;322.500;260.000;385.000
25068;MONT-SAINT-GUIBERT;2020;Y;48;346.000;261.500;426.000
25072;NIJVEL;2010;Y;141;205.000;165.000;260.000
25072;NIJVEL;2011;Y;171;226.000;178.000;280.000
25072;NIJVEL;2012;Y;148;240.000;190.000;295.000
25072;NIJVEL;2013;Y;149;225.000;173.000;280.000
25072;NIJVEL;2014;Y;183;238.000;175.000;295.000
25072;NIJVEL;2015;Y;158;245.000;170.500;307.500
